Start date,End date,Org,Repo,Path,Title,Count,Unique
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub,usdot-fhwa-OPS/V2X-Hub: V2X Hub is a message handler that acts as a translato...,119,67
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/src/v2i-hub,V2X-Hub/src/v2i-hub at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,32,8
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/src,V2X-Hub/src at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,26,9
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/tools/v2i-hub-simulator,V2X-Hub/tools/v2i-hub-simulator at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,22,6
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/blob/develop/docs/Visual_Studio_Code_Setup.md,V2X-Hub/docs/Visual_Studio_Code_Setup.md at develop · usdot-fhwa-OPS/V2X-Hub ...,18,4
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/blob/develop/docs/V2I_Hub_Vehicle_Simulation_Tool_User_Guide_.pdf,V2X-Hub/docs/V2I_Hub_Vehicle_Simulation_Tool_User_Guide_.pdf at develop · usd...,16,5
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/examples,V2X-Hub/examples at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,16,5
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/container,V2X-Hub/container at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,16,2
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop/docs,V2X-Hub/docs at develop · usdot-fhwa-OPS/V2X-Hub · GitHub,13,4
2023-10-02,2023-10-16,usdot-fhwa-OPS,V2X-Hub,/usdot-fhwa-OPS/V2X-Hub/tree/develop,usdot-fhwa-OPS/V2X-Hub: V2X Hub is a message handler that acts as a translato...,11,9
