Repo Name,Stars,Watches,Forks,Issues,Issues (Internal),Issues (External),Open Issues,Stale Issues (No activity for >14 days),% Stale Issues,Old Issues (Open for >120 days),% Old Issues,% Issues Closed by Pull Request,Average Issue Open Time (Days),Pull Requests,Pull Requests (Internal),Pull Requests (External),Open Pull Requests,Average Pull Request Time to Merge (Days),Contributors (All Time),Contributors (All Time - Internal),Contributors (All Time - External),Issues Opened,Issues Opened (Internal),Issues Opened (External),Issues Opened (First Time Contributor),Issues Closed,Pull Requests Opened,Pull Requests Opened (Internal),Pull Requests Opened (External),Pull Requests Opened (First Time Contributor),Pull Requests Merged,Pull Requests Closed,Contributors (This Period),Contributors (This Period - Internal),Contributors (This Period - External),Contributors (This Period - First Time Contributor)
carma-simulation,10,15,7,4,2,2,3,3,100%,3,100%,0%,154,83,48,35,27,21,12,6,6,0,0,0,0,1,4,4,0,0,3,0,1,1,0,0
carma-ssc-interface-wrapper,0,15,5,4,2,2,0,0,N/A,0,N/A,25%,12,128,83,45,0,3,14,8,6,0,0,0,0,0,3,3,0,0,2,1,1,1,0,0
carma-streets,3,5,6,96,96,0,35,25,71%,9,26%,0%,89,129,128,0,4,5,8,8,0,13,13,0,0,3,11,11,0,0,9,0,4,4,0,0
carma-torc-pinpoint-driver,0,9,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,29,23,6,0,1,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-torc-xgv-controller-driver,1,10,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,17,12,5,0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-utils,2,10,4,2,0,2,0,0,N/A,0,N/A,100%,2,125,103,21,0,4,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-validation,0,6,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-vehicle-model-framework,4,10,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,54,44,10,0,3,9,5,4,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-velodyne-lidar-driver,0,9,3,2,1,1,0,0,N/A,0,N/A,50%,0,93,67,26,1,3,13,7,6,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-web-ui,4,10,3,5,2,3,0,0,N/A,0,N/A,20%,56,139,118,21,0,4,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cav-education,0,7,3,0,0,0,0,0,N/A,0,N/A,N/A,N/A,20,16,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
github_metrics,0,3,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,10,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosaic,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novatel_gps_driver,1,6,4,0,0,0,0,0,N/A,0,N/A,N/A,N/A,100,78,22,0,3,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opendrive2lanelet,10,2,7,0,0,0,0,0,N/A,0,N/A,N/A,N/A,17,11,6,1,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ros1_bridge,0,0,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,10,10,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosbridge_suite,0,0,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sumo,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testing-training-tools,0,4,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tim-bc,0,4,0,2,2,0,0,0,N/A,0,N/A,0%,93,23,23,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices-cda-use-case-scenario-database,0,6,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
voices-poc,0,6,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,11,10,1,0,20,4,3,1,0,0,0,0,0,3,3,0,0,3,0,1,1,0,0
TOTAL,429,425,218,1032,870,162,234,203,87%,174,74%,11%,97,3491,2787,742,238,4,65,33,34,30,30,0,0,13,80,80,0,0,60,10,11,11,0,0
