Org,Repo,Date,Views count,Views unique
usdot-fhwa-stol,autoware.auto,2022-10-18,1,1
usdot-fhwa-stol,carma-analytics-fotda,2022-10-18,5,2
usdot-fhwa-stol,carma-base,2022-10-18,10,2
usdot-fhwa-stol,carma-carla-integration,2022-10-18,13,3
usdot-fhwa-stol,carma-cloud,2022-10-18,16,4
usdot-fhwa-stol,carma-config,2022-10-18,33,6
usdot-fhwa-stol,carma-delphi-esr-driver,2022-10-18,2,1
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2022-10-18,2,2
usdot-fhwa-stol,carma-messenger,2022-10-18,41,6
usdot-fhwa-stol,carma-msgs,2022-10-18,63,2
usdot-fhwa-stol,carma-platform,2022-10-18,117,25
usdot-fhwa-stol,carma-simulation,2022-10-18,45,8
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-10-18,6,2
usdot-fhwa-stol,carma-streets,2022-10-18,103,11
usdot-fhwa-stol,carma-utils,2022-10-18,1,1
usdot-fhwa-stol,carma-velodyne-lidar-driver,2022-10-18,18,1
usdot-fhwa-stol,carma-web-ui,2022-10-18,11,2
usdot-fhwa-stol,cav-education,2022-10-18,3,1
usdot-fhwa-stol,devops,2022-10-18,6,2
usdot-fhwa-stol,documentation,2022-10-18,4,1
usdot-fhwa-stol,dwm1001_ros2,2022-10-18,27,1
usdot-fhwa-stol,voices-poc,2022-10-18,3,2
usdot-fhwa-stol,carma-analytics-fotda,2022-10-19,21,1
usdot-fhwa-stol,carma-base,2022-10-19,10,2
usdot-fhwa-stol,carma-carla-integration,2022-10-19,15,3
usdot-fhwa-stol,carma-cloud,2022-10-19,7,2
usdot-fhwa-stol,carma-cohda-dsrc-driver,2022-10-19,9,1
usdot-fhwa-stol,carma-config,2022-10-19,39,3
usdot-fhwa-stol,carma-delphi-esr-driver,2022-10-19,13,1
usdot-fhwa-stol,carma-delphi-srr2-driver,2022-10-19,20,1
usdot-fhwa-stol,carma-lightbar-driver,2022-10-19,3,1
usdot-fhwa-stol,carma-messenger,2022-10-19,63,6
usdot-fhwa-stol,carma-msgs,2022-10-19,79,6
usdot-fhwa-stol,carma-platform,2022-10-19,231,29
usdot-fhwa-stol,carma-simulation,2022-10-19,13,6
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-10-19,7,3
usdot-fhwa-stol,carma-streets,2022-10-19,102,15
usdot-fhwa-stol,carma-utils,2022-10-19,5,1
usdot-fhwa-stol,carma-vehicle-model-framework,2022-10-19,5,1
usdot-fhwa-stol,carma-velodyne-lidar-driver,2022-10-19,69,1
usdot-fhwa-stol,carma-web-ui,2022-10-19,26,1
usdot-fhwa-stol,cav-education,2022-10-19,2,1
usdot-fhwa-stol,devops,2022-10-19,3,1
usdot-fhwa-stol,documentation,2022-10-19,1,1
usdot-fhwa-stol,dwm1001_ros2,2022-10-19,31,3
usdot-fhwa-stol,voices-poc,2022-10-19,12,3
usdot-fhwa-stol,autoware.auto,2022-10-20,1,1
usdot-fhwa-stol,carma-1-tenth,2022-10-20,1,1
usdot-fhwa-stol,carma-analytics-fotda,2022-10-20,1,1
usdot-fhwa-stol,carma-base,2022-10-20,13,4
usdot-fhwa-stol,carma-carla-integration,2022-10-20,11,4
usdot-fhwa-stol,carma-cloud,2022-10-20,3,2
usdot-fhwa-stol,carma-config,2022-10-20,22,7
usdot-fhwa-stol,carma-delphi-esr-driver,2022-10-20,4,1
usdot-fhwa-stol,carma-delphi-srr2-driver,2022-10-20,2,1
usdot-fhwa-stol,carma-messenger,2022-10-20,37,5
usdot-fhwa-stol,carma-msgs,2022-10-20,18,3
usdot-fhwa-stol,carma-platform,2022-10-20,197,29
usdot-fhwa-stol,carma-simulation,2022-10-20,42,5
usdot-fhwa-stol,carma-ssc-interface-wrapper,2022-10-20,42,5
usdot-fhwa-stol,carma-streets,2022-10-20,43,4
usdot-fhwa-stol,carma-vehicle-model-framework,2022-10-20,1,1
usdot-fhwa-stol,carma-velodyne-lidar-driver,2022-10-20,1,1
usdot-fhwa-stol,carma-web-ui,2022-10-20,4,2
usdot-fhwa-stol,cav-education,2022-10-20,2,1
usdot-fhwa-stol,documentation,2022-10-20,6,3
usdot-fhwa-stol,voices-cda-use-case-scenario-database,2022-10-20,1,1
usdot-fhwa-stol,voices-poc,2022-10-20,18,4
usdot-fhwa-stol,autoware.auto,2022-10-21,17,1
usdot-fhwa-stol,carma-1-tenth,2022-10-21,1,1
usdot-fhwa-stol,carma-analytics-fotda,2022-10-21,4,3
usdot-fhwa-stol,carma-base,2022-10-21,4,2
usdot-fhwa-stol,carma-cloud,2022-10-21,4,2
usdot-fhwa-stol,carma-cohda-dsrc-driver,2022-10-21,6,1
usdot-fhwa-stol,carma-config,2022-10-21,16,2
usdot-fhwa-stol,carma-lightbar-driver,2022-10-21,1,1
usdot-fhwa-stol,carma-messenger,2022-10-21,10,3
usdot-fhwa-stol,carma-msgs,2022-10-21,11,2
usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,2022-10-21,7,2
usdot-fhwa-stol,carma-platform,2022-10-21,88,20
usdot-fhwa-stol,carma-simulation,2022-10-21,39,10
